菜名	简介	食材-主料	食材-配料	制作步骤	URL
黑加仑土司	小时候就梦想开个西点屋,里面有一大堆好吃又好看的西点,都是我做得,整天沉浸在面包,蛋糕,饼干浓浓的香味中~~幸福得不得了~~~当然这只是小女生的幻想,生活中还要考虑好多现实的东西~~不过在家烤点小西点还是粉8错滴~~ 开始学做西点之后才发现这个比做中餐难多了~~材料中各种配方的比例特别讲究,有一点不对都会影响到最终的成品,不仅是味道还是外观~突然间发现面粉和蛋是特别神奇的东西~~处理的方式不同,做出的点心也有不一样的口感~~反正就是很麻烦~~不象中餐,自己爱怎么搭就怎么搭~~而且可以补救得来~~西点,失败了就是失败了~~做什么也无济于事~~所以烹饪是门技术,也是门艺术~~要做出好的料理,是要经过多么辛苦的努力啊~~至少我是这样的~真佩服那些料理高手,大师傅们都辛苦了~~	高粉, 250g; 黑加仑蜜, 60g	干酵母, 1小勺; 盐, 0.25小勺; 黄油, 20g; 鲜奶, 150g	1. 鲜奶微热到温加入干酵母,搅拌均匀备用2. 将高粉,黑加仑蜜和鲜奶酵母放入盆中混合搅拌成团后加入黄油,继续搅拌（可以盘腿坐，用双腿固定住盆，然后用       擀面杖不停地顺时针搅拌半个小时就OK了，也蛮累的，不过比摔面容易多了~）至出现面团拉起呈薄膜3. 盆上盖上保险膜，发酵1个小时后取出排出面团中的气体，将面团平均分割成2个面团4. 中间松驰10~15分钟后，用擀面杖擀卷2次放入土司模中做最后发酵（50~60分钟）至烤模8分满，       盖上土司盖。烤箱180度预热5分钟，放入土司盒，烤35分钟后，取出放凉后切片即可	http://www.haodou.com/recipe/6530
花生鱼蓉粥	昨天有位MM给我留言，想知道花生鱼蓉粥的做法。我也是第一次听说这种粥，在网上查了一下也没有找到做法，只找到《一些简单的介绍，和一张成品图片》。不知道花生到底是煮的呢，还是油炸的？还请有吃过的朋友给我们介绍一下吧。在没吃过，没见过，也找不到食谱的情况下，我就瞎折腾了这碗粥。味道是相当的不错，我家小白平时不吃鱼，也不喝混合菜肉粥的人，也吃了两大碗。我在想一大部份是冲着这油炸花生米和油条的关系吧。	草鱼, 1块; 老火白粥, 3碗	油条, 0.5条; 香菜, 1根; 香蒜, 1根; 花生米, 1把; 姜, 3片; 盐, 适量; 熟植物油, 适量; 鸡精, 适量; 白胡椒粉, 适量; 黄酒, 适量	1. 材料集合图。2. 鱼（很大块的话片成两片）冷水下入锅中，放入一大匙黄酒，开大火煮至水滚即可捞出。3. 用筷子将鱼拨出来，把鱼剌分离。（鱼剌，鱼骨，鱼皮，鱼肉黑色部分都不要）。4. 把分离出来的鱼肉，放入碗中用手抓碎。5. 准备好的老火白粥，放入姜丝煮滚3分钟。6. 熄火，把刚做好的鱼蓉放入粥内，搅拌开来，放入盐，鸡精，白胡椒粉调味。盛入碗内，要吃的时侯洒上油炸的花生米，和香葱，香菜，油条即可。	http://www.haodou.com/recipe/6642
湖南风味嗦螺	是湖南人想必都爱吃嗦螺吧，，炎热的夏天坐在露天的夜宵摊上，来一盘辣辣的嗦螺再配上一瓶冰啤酒那滋味可真美。不过来了广东这么多年，我都没再吃过了。广东也有嗦螺，但放了糖和不辣的青椒，吃起来是甜味的。看到街上这几天都有人在卖田螺而且已经钳好尾部的，于是买了一斤回来试做。。那个店主钳田螺的技术还很高呢，被钳了尾的田螺养了三天还是活的。	田螺, 500g	生姜, 适量; 大蒜, 适量; 朝天椒, 适量; 料酒, 适量; 盐, 适量; 生抽, 适量	1. 买回来的田螺用清水清养两天，其中要不断的搓洗换水，用钢钳把尾部钳去。2. 准备新鲜朝天椒，大蒜，生姜。3. 配料分别切片。4. 锅内冷油下姜片，蒜片，爆香。5. 放入田螺和红椒，倒入料酒，盐，生抽，翻炒至田螺的吸片都脱出来即代表熟了，可以装盘上菜了。	http://www.haodou.com/recipe/6544
黑椒西芹牛肉粒	今天上午有事，马上就要出门，没功夫瞎聊了，先大口吃肉吧！	牛肉, 300g; 西芹, 0.5把	料酒, 2大勺; 蚝油, 3大勺; 黑胡椒, 5g; 盐, 适量	1. 西芹洗净后切长段。2. 牛肉切大块，用2勺料酒、2勺蚝油和5克黑胡椒粉腌15分钟。3. 坐锅待油热后，把腌好的牛肉粒倒入锅中。4. 待牛肉粒煎到图中的程度时，加入西芹。这时加入西芹是为了使西芹和牛肉一起煎熟，出锅前加入一勺蚝油。	http://www.haodou.com/recipe/6632
烤鸡翅	默默教偶的~~ 自己做了点小改进。。加了百里香。。还有洋葱和蒜头~~ 味道很不错~~ 颜色也特好看~~ 老妈也说很好吃~hoho~ 吃完了以后把骨头丢给菲菲~ 丫看起来啃得也有滋有味的~~^^ 连骨头都啃没啦。。。 是不是特别香咧~瓦咔咔~~	鸡翅, 10个; 洋葱, 0.5个	烧烤酱, 适量; 蒜头, 5瓣; 葱, 1根; 百里香, 适量; 盐, 适量; 黑胡椒粉, 适量; 叉烧酱, 适量	1. 洋葱切了，蒜切小片，葱头切段2. 加入适量的烧烤酱，叉烧酱，少许盐，黑胡椒粉和百里香3. 每个鸡翅化两刀后放入调味盆中，拌匀后腌制1个小时4. 烤箱预热180度烤20分钟后翻面再烤20分钟即可	http://www.haodou.com/recipe/6730
白菜豆腐	白菜豆腐，呵呵，简单也美味。虽是简单的东西，只要适合自己的口味，就是美食。因为饮食是一种很主观的东西，自己觉得好吃，那才是真的好吃。家里经常做鱼，其实我觉的很美味，不过，两MM却从来就不给面子，挑剔的不得了，总让我说一大通才能消灭掉，气死。这简单的白菜豆腐，却是一点不剩，呵呵，看来得检讨一下了。	老豆腐, 1块	白菜, 适量; 青尖椒, 1个; 红尖椒, 1个; 肥猪肉, 适量; 蒜, 适量; 生抽, 适量; 盐, 适量	1. 将豆腐切块，下油锅煎至两面金黄待用。2. 辣椒白菜切好待用。3. 热锅，将肥猪肉切片入锅炸出油，下蒜头、辣椒炒香。4. 下白菜炒软。5. 待白菜断清后，下豆腐炒匀，下盐、生抽调味。6. 行了，我喜欢用猪油炒素菜，那才香，哈哈。	http://www.haodou.com/recipe/6578
黑芝麻开口笑	愿大家在充满奇异彩色的人生旅途上好好的享受和把握幸福生活的每一分每一秒，品着开口笑，忘记昨天，珍惜现在，笑对未来！	普通面粉, 180g; 鸡蛋, 1个	黑芝麻, 50g; 白糖, 50g; 葵花籽油, 15g; 泡打粉, 3g; 水, 20g	1. 准备两个小盆，将面粉和泡打粉放进一个盆里，拌匀；将鸡蛋、白糖、葵花籽油和水放进另一个盆里拌匀后倒进面粉盆里。采用折叠法，将所有原料反复叠加，叠一下，压一下，成为面团即可。千万不要揉，以免出筋；2. 用刀将面团切成长条状，然后搓成圆形长条状，切成10－15克大小的剂子；3. 把面剂儿蘸一点点水，放在手心里揉成圆球状，再放入盛满芝麻的盘子里滚上芝麻，再揉一下即可；4. 锅里倒花生油（植物油均可），油温烧至三成热，大约70℃时候，赶紧把生坯下锅。转小火。如果油温太热，会导致提前熟透，而不会裂口，还会出现外熟里生的情况。为了受热均匀要不停的用漏勺轻轻搅拌，当开始裂口，颜色有点发黄的时候，就可以出锅了。最好放在一个簸箩里控一下油。	http://www.haodou.com/recipe/6581
蓝莓酸奶冰激凌	我喜欢蓝莓的颜色，深蓝色的果实包着一层淡淡的白色果粉，非常典雅、高贵的样子。更喜欢那一款款点缀着蓝莓的珍馐美馔。 每次去超市，看到货架上的新鲜蓝莓，都会不由自主地多欣赏一会儿。喜欢归喜欢，由于价格昂贵从未买过。也许蓝莓在国内市场的供应量还不够大,物以稀为贵吧。据说蓝莓的味道甜酸适口，且具有清爽宜人的香气。不过，相对便宜点的蓝莓果酱还是经常买的，通常用来制作小甜点。 炎炎夏日里，含有蓝莓味的冰激凌是我的最爱。可冰激凌的脂肪及热量含量极高（主要是奶油），因而，冰激凌是一个让我既望而却步，又难以忘怀的复杂的东西，既不敢多吃又想多吃的食物。	原味酸奶, 300g; 蓝莓酱, 50g	白糖水, 40g	1. 备好上乘品质的原味酸奶、市售蓝莓酱、白砂糖；2. 水煮沸，加入150克水、250克白砂糖拌均溶解冷却即可（如果喜欢，可以一次多煮一点，冷却后倒进瓶子里保存）；3. 酸奶300克、蓝莓酱50克、白糖水40克；4. 倒进搅拌机或果汁机中搅拌均匀；5. 将所有用料将液体倒进备好的冰格里冷冻即可；6. 这是冷冻好的蓝莓酸奶冰激凌，在室温放置几分钟或在流水下（倒置）冲一会儿用牙签挑出来即可。	http://www.haodou.com/recipe/6666
咸蛋黄烧茄子	软嫩酥香，味道咸鲜	咸鸭蛋黄, 50g; 茄子, 400g	蒜末, 25g; 葱末, 15g; 姜末, 15g; 精盐, 3g; 味精, 1.5g; 湿淀粉, 8g; 汤, 50g; 香油, 10g; 油, 300g	1. 茄子切条状，青红椒切小块，香葱切碎，姜蒜磨成蓉。(这道菜的茄子不能泡水，要直接炸）。2. 锅内放油烧至七成热，下入茄条炸透，倒入漏勺沥干油（油一定要沥干了，不然会腻）。3. 咸蛋黄切碎碎。(先蒸熟再切碎比较容易切碎,我现在这样做炒出来会结块)。4. 锅内热少量油，小火倒入咸蛋黄慢慢炒散炒香，盛出备用。5. 锅内热少量油，倒入姜蒜，青红椒炒香。6. 再放入事先炒好的蛋黄。7. 放入炸过的茄条。8. 加入少量水、精盐、炒开，加入味精，用湿淀粉勾芡，淋香油，装盘即成。	http://www.haodou.com/recipe/6679
杏子果酱	上次做了樱桃果酱，这次继续做杏子果酱．我家小白尝过说：＂自家做的果酱就是香，不比外面卖的加了很多香料，色素和防腐剂＂除此之外自制果酱含有高比例的水果含量，仿佛是玻璃瓶中的新鲜果园，每一口都能品尝到扎实肌理与浓郁的天然果香，这种丰润饱满的口感绝对是市售果酱所不及的．	杏子肉, 400g	白糖, 100g; 麦芽糖, 150g; 清水, 100g; 柠檬, 1个	1. 柠檬１个榨汁备用。2. 杏子去皮，去核．3. 切成小块．4. 锅内放入杏肉，柠檬汁，白糖，清水煮开后，放入麦芽糖转慢火煮至浓稠状即可．	http://www.haodou.com/recipe/6722
轻奶酪蛋糕	第一次吃轻奶酪是在超雅买的～那个时候就爱上了它，但是很少吃，小小的一块就7块钱。。。有的时候实在狠不下心。。。这次团购奶酪，2周之内就得解决光。。。真是件难事。。。于是这周回家开始疯狂做蛋糕，我的轻奶酪方子是很久以前从书上看到的，一个8寸的轻奶酪要用掉250克的奶油奶酪。。。于是乎，做了两个8寸的之后，我的奶酪奏解决完毕了。。。HOHO～～这次的轻奶酪吃爽咯～～～剩下的带回学校分掉～ 有好粗的大家一起分享～嘿 这次还做了新logo～自己觉得很可耐～活活。。。	低粉, 85g	塔塔粉, 1g; 奶油奶酪, 250g; 鲜奶, 250g; 蛋黄, 5个; 蛋白, 7个; 细砂糖, 100g; 黄油, 80g	1. 锅中放入奶油奶酪加入1/2的鲜奶，用隔水加热法隔水熔化奶酪拌匀备用2. 另取1锅，加入蛋黄和剩下的1/2鲜奶拌匀3. 黄油用小火煮化后加入鲜奶蛋黄中4. 低粉过筛后加入拌匀，再将熔化的奶酪糊加入拌匀5. 将打发至湿性发泡的蛋白加入面糊中拌匀6. 烤模擦少许油，垫上油纸奶酪面糊倒入烤模后，放在倒入冷水约1cm的烤盘上，放进烤箱隔水蒸烤7. 160度烤1小时即可出炉待其冷却后再切块，可放进冰箱冷藏后食用，风味更佳	http://www.haodou.com/recipe/6617
黄豆面条	黄豆面条是我们家私房面食。要想做得好吃，关键在于豆面与白面的比例。少了显然起不到保健作用，多了豆腥味太浓，影响口感。白面与黄豆的最佳比例是：2:1，这样做出的面条看上去黄澄澄的，特有食欲。口感更没得说，鲜美清香、筋道滑爽，满屋飘着淡淡的豆香，让人回味无穷。 我偏爱粗粮细作的食品，不只是因为健康的需要，其味、其形、其美都会让人感受到视觉与味觉共舞的喜悦！	普通面粉, 200g	黄豆面, 100g; 水, 150g; 盐, 2g	1. 面粉、黄豆面、盐混合均匀；2. 要慢慢加入水，（擀面条的面一定要和得硬一些），用手和成光滑的面团，盖上保鲜膜，饧20分钟；3. 面板上洒上少许面粉以免沾板，将面团放上再多揉一会，用擀面杖将面团擀成大圆片，厚度按自己的喜好掌握；4. 将擀好的大圆片来回折叠起来（折叠前再洒上少许面粉，薄薄的一层即可，以免沾连），折叠的不要太宽，否则不好切；5. 用刀切成均匀的条状（粗细按自己的喜好而定）；6. 切完用手把面条抖开，抖掉多余的面粉后凉在盖垫上即可。	http://www.haodou.com/recipe/6641
天使蛋糕卷	前阵子做了天使蛋糕卷，无油无蛋黄的天使蛋糕，中间配上卡士达酱，味道真不错。。。天使蛋糕属于乳沫類蛋糕﹐不能有一滴油﹐即使含有油脂的蛋黃也要捨去﹐同時因為無油脂，色澤呈現蛋糕少有的純白﹐如同天使般的純潔﹐故稱為天使。天使蛋糕的口味與一般蛋糕的口味完全不同毫不油膩且具彈性，我喜欢，但是吃不惯的人会覺得又干又涩，吃过蛋糕店的天使蛋糕，发现基本上都是有用油的，大概为了迎合大众化的口味吧。。。 理由说送我一对米奇的娃娃做圣诞礼物，但是元旦才会寄到，所以为了礼尚往来，我说这个天使蛋糕就在名义上做给他了，虽然吃不到。。。嘿嘿，偶粉贼～谢谢啦～	低粉, 60g	蛋白, 5个; 白醋, 1小勺; 盐, 0.5小勺; 细砂糖, 100g; 葡萄干, 适量	1. 蛋白、白醋以打蛋器攪拌至出現大泡沫，再將盐、細砂糖分2次加入拌打至湿性發泡2. 低粉过筛，加入蛋白霜中，用刮刀拌匀至面糊光滑，葡萄干用水泡软后挤干水分3. 將麵糊倒入垫有油纸的烤盘，在表面撒上葡萄干，以170℃烤約15分鐘，出爐後倒扣至完全冷卻除去油纸4. 在蛋糕面涂上一层卡士达酱，然后将蛋糕卷起，切块即可	http://www.haodou.com/recipe/6637
干炒牛河	爱上牛河已经很多年。因为它美味，因为它有荤有素搭配合理，因为它方便省事，更是因为它只需刷一盘一筷：） 做饭快，刷碗快，才是真正的快晚餐。 买上几块干牛河备着，懒得大张旗鼓做饭的时候，用微波炉解冻肉块，随手抄上几棵蔬菜，趁着焯菜，泡牛河的功夫，把肉块切成片。起锅煸熟肉片，依次放牛河、蔬菜，点上一勺蚝油，用筷子拌匀，就可以出锅了，取个大点儿的盘子装上--吃着痛快。	牛肉, 100g; 牛河, 300g	油菜, 5颗; 盐, 适量; 老抽, 1大勺; 蚝油, 1大勺; 酱油, 1大勺	1. 沸水中将蔬菜焯熟。2. 将蔬菜捞出后，再次把水做开，然后关火，将干牛河放入，泡开后捞出沥水。3. 另起炒锅，油六、七成热时，加入肉片煸炒至变色。然后放入沥好水的牛河，倒酱油调味、老抽着色。4. 放入蚝油和盐，拌匀后加入青菜，用筷子稍拨拉几下即可。	http://www.haodou.com/recipe/6803
榆钱窝窝头	榆钱又叫榆实、榆荚仁，是榆树的种子。因其外形圆而薄如钱币，故而得名。新长出来的榆钱脆甜绵软，清香爽口。又因为它是“余钱”的谐音，家乡人在房前屋后种榆树也有讨口彩的意思在里面。因而就有吃了榆钱可以有“余钱”的说法。 榆钱不仅营养丰富，还是防病保健的良药。中医认为：榆钱还有清心降火、止咳化痰功效。常食能助消化，促进肠蠕动，防治便秘等。以至于现在，每到清明时节，我都要算计着时间，去市郊农村的田间地头或集市上弄点新鲜榆钱吃上一两次。 榆钱的吃法有很多种，仅我知道的有：生吃、蒸榆钱窝窝头、贴榆钱饼子、摊榆钱咸食（煎菜饼）、蒸榆钱巴拉子（这是我们老家的叫法，就是将榆钱洗净后洒上一层面粉蒸熟即可）。	鲜榆钱, 120g; 玉米面, 200g	黄豆面, 50g; 普通面粉, 50g; 小苏打, 2g; 水, 适量	1. 将鲜榆钱去梗；2. 用水清洗干净3. 将玉米面、黄豆面、面粉、苏打粉拌匀；4. 再将清洗干净的榆钱放进面盆里拌匀，水慢慢往里加，和成软硬适中的面团，不能太软，否则捏不成形，最好饧20至30分钟；5. 在捏窝头前，左手先蘸点凉水，擦在右手心上，以免捏时粘手。用手团成40克大小的剂子（图片上看着挺大，其实很小），按图做成窝头的形状；6. 锅里放凉水，篦子上铺上泡好的玉米皮或湿笼布，摆上做好的窝窝头，中火蒸20分钟即可。	http://www.haodou.com/recipe/6651
